shingle,notice_id
67 356 of,N000161
chainage 15 956,N000161
and 67 356,N000161
ghaggar npas 2024,N000161
sathyanarayana jhalawar water,N000161
section 88 285,N000161
commissioner mahadevan sathyanarayana,N000161
13 125 cum,N000161
75 497 cum,N000161
chainage 18 058,N000161
87 636 litre,N000161
class 8 674,N000161
structures 36 227,N000161
08051 595678 electronic,N000161
18 058 and,N000161
spoil 16 928,N000161
bitumen 52 895,N000161
058 and 75,N000161
58 741 each,N000161
surfaces 13 125,N000161
36 227 cum,N000161
89 344 quintal,N000161
10 200 litre,N000161
windows 85 887,N000161
1 417 rmt,N000161
5 485 and,N000161
1 960 mt,N000161
the ghaggar npas,N000161
pit 75 497,N000161
485 and 51,N000161
jhalawar telephone 08051,N000161
beads 10 200,N000161
8 674 litre,N000161
16 928 each,N000161
85 887 cum,N000161
and 42 350,N000161
40 318 of,N000161
transformer 33 227,N000161
33 227 mt,N000161
driver 87 636,N000161
75 461 of,N000161
chainage 5 485,N000161
85 975 mt,N000161
telephone 08051 595678,N000161
595678 electronic mail,N000161
foundation 85 975,N000161
213 and 40,N000161
and 40 318,N000161
material 89 344,N000161
88 285 sqm,N000161
inr 15 005,N000169
25 204 cr,N000169
066573 procuring entity,N000169
15 005 cr,N000169
0 300 cr,N000169
5 624 cr,N000169
300 cr cost,N000169
25 066573 procuring,N000169
inr 5 624,N000169
inr 0 300,N000169
dholpur block state,N000169
inr 25 204,N000169
2024 25 066573,N000169
624 cr bid,N000169
005 cr earnest,N000169
204 cr experience,N000169
12 30 last,N000169
telephone 07944 388831,N000169
driver 88 928,N000169
dholpur telephone 07944,N000169
47 712 rmt,N000169
07944 388831 electronic,N000169
88 928 cum,N000169
42 995 litre,N000169
windows 42 995,N000169
structures 20 118,N000169
material 47 712,N000169
meenakshi sathyanarayana municipal,N000169
388831 electronic mail,N000169
sathyanarayana dholpur municipal,N000169
77 127 quintal,N000169
surfaces 28 812,N000169
37 790 quintal,N000169
staging 93 576,N000169
foundation 29 094,N000169
beads 37 790,N000169
29 094 litre,N000169
jointing 77 127,N000169
28 812 quintal,N000169
89 385 litre,N000169
spoil 89 385,N000169
and 72 911,N000169
675 and 79,N000169
and 79 927,N000169
chainage 23 234,N000169
93 576 cum,N000169
79 927 of,N000169
17 670 and,N000169
72 911 of,N000169
76 252 of,N000169
chainage 17 670,N000169
754 and 76,N000169
20 118 rmt,N000169
32 754 and,N000169
23 234 and,N000169
and 76 252,N000169
chainage 32 754,N000169
and 60 211,N000169
234 and 60,N000169
60 211 of,N000169
in dholpur block,N000169
centres in dholpur,N000169
dholpur block tender,N000169
dholpur block including,N000169
704 cr bid,N000177
068354 procuring entity,N000177
suryapet suryapet state,N000177
25 068354 procuring,N000177
41 704 cr,N000177
729 cr cost,N000177
inr 41 704,N000177
near suryapet suryapet,N000177
inr 86 450,N000177
173 588 cr,N000177
2024 25 068354,N000177
inr 173 588,N000177
86 450 cr,N000177
48 564 mt,N000177
63 854 quintal,N000177
09883 233478 electronic,N000177
97 580 cum,N000177
wiring 63 854,N000177
78 088 sqm,N000177
windows 94 128,N000177
pit 11 794,N000177
85 936 sqm,N000177
inr 1 729,N000177
telephone 09883 233478,N000177
beads 18 733,N000177
foundation 41 171,N000177
346 and 62,N000177
1 729 cr,N000177
8 227 each,N000177
structures 17 158,N000177
driver 78 088,N000177
transformer 20 506,N000177
years inr 173,N000177
40 655 sqm,N000177
class 85 936,N000177
mm 97 580,N000177
signs 63 525,N000177
65 274 cum,N000177
94 128 litre,N000177
233478 electronic mail,N000177
63 525 each,N000177
material 40 655,N000177
suryapet telephone 09883,N000177
staging 81 891,N000177
11 794 sqm,N000177
trenching 8 227,N000177
bitumen 54 961,N000177
finisher 11 210,N000177
11 210 litre,N000177
81 891 sqm,N000177
17 158 sqm,N000177
spoil 48 564,N000177
sahasrabuddhe suryapet department,N000177
foundation 65 274,N000177
20 506 litre,N000177
41 171 rmt,N000177
meenakshi sahasrabuddhe department,N000177
950 and 89,N000177
mail sahasrabuddhe suryapet,N000177
tender inr 86,N000177
chainage 13 571,N000177
49 638 of,N000177
13 571 and,N000177
surfaces 60 645,N000177
2025 w 32493,N000185
32493 procuring entity,N000185
w 32493 procuring,N000185
11 646 experience,N000185
88 11 646,N000185
65 12 335,N000185
84 70 000,N000185
1 88 11,N000185
12 335 bid,N000185
driver 68 860,N000185
1786 18 494,N000185
mahbubnagar telephone 01933,N000185
01933 847465 electronic,N000185
telephone 01933 847465,N000185
847465 electronic mail,N000185
44 566 litre,N000185
pit 62 949,N000185
62 949 cum,N000185
vasantha vaidyanathan rural,N000185
18 494 cum,N000185
vaidyanathan mahbubnagar rural,N000185
68 860 sqm,N000185
rs 65 12,N000185
12 name of,N000185
wiring 44 566,N000185
ward 12 name,N000185
chainage 36 233,N000185
36 233 and,N000185
82 532 of,N000185
chainage 16 303,N000185
chainage 14 335,N000185
14 335 and,N000185
mahbubnagar ward 12,N000185
and 84 243,N000185
and 53 214,N000185
646 experience of,N000185
and 82 532,N000185
84 243 of,N000185
mail vaidyanathan mahbubnagar,N000185
327 and 84,N000185
53 214 of,N000185
16 303 and,N000185
39 327 and,N000185
1 69 000,N000185
chainage 39 327,N000185
233 and 53,N000185
rs 84 70,N000185
335 and 82,N000185
73 775 of,N000185
officer vasantha vaidyanathan,N000185
and 73 775,N000185
303 and 73,N000185
raj department mahbubnagar,N000185
13 319 cr,N000193
028858 procuring entity,N000193
inr 13 319,N000193
7 614 cr,N000193
2024 25 028858,N000193
inr 7 614,N000193
25 028858 procuring,N000193
319 cr experience,N000193
5 668 cr,N000193
inr 5 668,N000193
74 004 sqm,N000193
88 782 of,N000193
chainage 4 400,N000193
46 188 litre,N000193
mahadevan choudhury department,N000193
barmer telephone 09462,N000193
09462 628735 electronic,N000193
505 and 42,N000193
chainage 10 505,N000193
and 88 782,N000193
11 786 rmt,N000193
39 291 and,N000193
291 and 74,N000193
spoil 90 355,N000193
667 and 88,N000193
11 971 cum,N000193
37 952 sqm,N000193
jointing 37 952,N000193
windows 11 971,N000193
90 355 mt,N000193
628735 electronic mail,N000193
83 078 sqm,N000193
telephone 09462 628735,N000193
material 72 898,N000193
trenching 46 188,N000193
72 898 each,N000193
74 825 of,N000193
chainage 39 291,N000193
surfaces 83 078,N000193
wiring 11 786,N000193
section 74 004,N000193
668 cr bid,N000193
and 74 825,N000193
10 505 and,N000193
4 400 and,N000193
and 86 621,N000193
68 060 of,N000193
7 667 and,N000193
and 68 060,N000193
choudhury barmer department,N000193
86 621 of,N000193
commissioner mahadevan choudhury,N000193
chainage 7 667,N000193
42 649 of,N000193
0 152 cr,N000193
inr 0 152,N000193
and 42 649,N000193
152 cr cost,N000193
614 cr earnest,N000193
mail choudhury barmer,N000193
welfare barmer telephone,N000193
welfare barmer district,N000193
at barmer state,N000193
family welfare barmer,N000193
number tn 083562,N000201
083562 2025 procuring,N000201
tn 083562 2025,N000201
35 745 only,N000201
rupees 6 19,N000201
rupees 95 61,N000201
61 318 only,N000201
rupees 5 99,N000201
near sivaganga sivaganga,N000201
745 only experience,N000201
19 35 745,N000201
2 99 40,N000201
6 19 35,N000201
95 61 318,N000201
318 only bid,N000201
rupees 2 99,N000201
5 99 000,N000201
3 215 rmt,N000201
spoil 24 397,N000201
beads 7 718,N000201
sivaganga telephone 01293,N000201
mm 75 495,N000201
99 000 only,N000201
15 105 cum,N000201
wiring 11 069,N000201
glazed windows 944,N000201
80 745 of,N000201
thick 20 636,N000201
material 59 656,N000201
59 507 rmt,N000201
class 3 215,N000201
70 593 cum,N000201
driver 74 278,N000201
97 284 mt,N000201
chainage 36 421,N000201
36 421 and,N000201
59 658 sqm,N000201
1786 15 105,N000201
44 713 mt,N000201
27 396 litre,N000201
signs 59 507,N000201
24 397 sqm,N000201
20 636 rmt,N000201
finisher 57 654,N000201
11 069 each,N000201
windows 944 litre,N000201
panel 43 275,N000201
7 718 litre,N000201
staging 58 580,N000201
than rupees 95,N000201
830345 electronic mail,N000201
pillai sivaganga water,N000201
46 278 quintal,N000201
jointing 4 241,N000201
4 241 mt,N000201
section 27 396,N000201
58 580 each,N000201
74 278 quintal,N000201
75 495 each,N000201
421 and 80,N000201
59 656 cum,N000201
pit 70 593,N000201
transformer 97 284,N000201
foundation 12 792,N000201
inr 8 405,N000209
pit 48 337,N000209
panel 24 895,N000209
62 326 of,N000209
inr 1 561,N000209
and 76 843,N000209
and 88 157,N000209
8 405 cr,N000209
674 and 53,N000209
jointing 57 740,N000209
13 073 each,N000209
section 52 219,N000209
surfaces 55 283,N000209
24 895 quintal,N000209
kavitha chaudhary water,N000209
signs 13 073,N000209
1 561 cr,N000209
88 157 of,N000209
finisher 88 649,N000209
53 848 of,N000209
koppal ward 26,N000209
3 382 litre,N000209
chainage 20 020,N000209
and 53 848,N000209
mm 86 177,N000209
86 177 each,N000209
66 925 each,N000209
koppal telephone 01975,N000209
55 283 cum,N000209
spoil 4 100,N000209
20 020 and,N000209
foundation 9 315,N000209
76 843 of,N000209
831126 electronic mail,N000209
staging 44 304,N000209
structures 66 925,N000209
inr 3 758,N000209
telephone 01975 831126,N000209
3 758 cr,N000209
52 219 sqm,N000209
class 1 118,N000209
842 and 76,N000209
wiring 9 272,N000209
9 272 cum,N000209
9 315 quintal,N000209
01975 831126 electronic,N000209
chaudhary koppal water,N000209
44 304 rmt,N000209
and 62 326,N000209
4 100 mt,N000209
63 769 of,N000209
beads 3 382,N000209
092521 procuring entity,N000209
72 225 of,N000209
24 448 and,N000209
758 cr earnest,N000209
and 63 769,N000209
17 842 and,N000209
2025 26 092521,N000209
1 118 quintal,N000209
and 72 225,N000209
88 649 rmt,N000209
020 and 63,N000209
26 092521 procuring,N000209
rs 1047 90,N000217
years rs 1047,N000217
rs 574 00,N000217
206 15 lakh,N000217
1047 90 lakh,N000217
npas 2024 0064029,N000217
40 porbandar government,N000217
574 00 lakh,N000217
0064029 procuring entity,N000217
2024 0064029 procuring,N000217
rs 206 15,N000217
11 48 lakh,N000217
ward 40 porbandar,N000217
tender rs 574,N000217
22 434 and,N000217
32 190 each,N000217
81 001 rmt,N000217
material 23 652,N000217
class 32 190,N000217
75 549 sqm,N000217
35 797 and,N000217
88 339 each,N000217
gopalakrishnan porbandar public,N000217
449 and 88,N000217
chainage 31 449,N000217
driver 92 723,N000217
50 548 rmt,N000217
18 092 mt,N000217
23 652 quintal,N000217
and 88 614,N000217
14 688 each,N000217
surfaces 14 187,N000217
telephone 09813 628706,N000217
transformer 86 970,N000217
jointing 70 162,N000217
porbandar telephone 09813,N000217
88 614 of,N000217
09813 628706 electronic,N000217
92 723 sqm,N000217
mm 90 881,N000217
628706 electronic mail,N000217
14 187 rmt,N000217
trenching 18 092,N000217
47 627 quintal,N000217
windows 52 648,N000217
47 625 of,N000217
78 468 quintal,N000217
foundation 47 627,N000217
chainage 22 434,N000217
section 81 328,N000217
foundation 14 688,N000217
wiring 75 549,N000217
signs 50 548,N000217
5 710 cum,N000217
520 and 55,N000217
70 162 cum,N000217
porbandar ward 40,N000217
pit 14 194,N000217
38 520 and,N000217
31 449 and,N000217
86 970 mt,N000217
52 648 sqm,N000217
14 194 sqm,N000217
beads 89 449,N000217
70 100 bid,N000225
2 07 87,N000225
ref 2025 03614,N000225
2025 03614 procuring,N000225
1 86 50,N000225
07 87 763,N000225
03614 procuring entity,N000225
93 70 100,N000225
58 556 each,N000225
osmanabad telephone 01660,N000225
osmanabad to ganjam,N000225
38 722 each,N000225
telephone 01660 237667,N000225
section 21 942,N000225
chainage 39 841,N000225
21 942 mt,N000225
surfaces 11 781,N000225
6 132 cum,N000225
spoil 54 943,N000225
54 943 cum,N000225
44 938 sqm,N000225
and 73 044,N000225
trenching 63 698,N000225
96 067 sqm,N000225
finisher 68 204,N000225
68 204 each,N000225
beads 25 709,N000225
chainage 29 526,N000225
44 936 rmt,N000225
thick 88 818,N000225
signs 54 686,N000225
14 811 rmt,N000225
48 937 of,N000225
20 791 rmt,N000225
and 48 937,N000225
material 84 635,N000225
25 014 litre,N000225
60 768 rmt,N000225
73 044 of,N000225
54 686 litre,N000225
58 310 of,N000225
39 841 and,N000225
23 376 sqm,N000225
mm 44 936,N000225
and 58 310,N000225
jointing 96 067,N000225
bitumen 25 014,N000225
pit 75 387,N000225
29 526 and,N000225
class 58 556,N000225
237667 electronic mail,N000225
63 698 quintal,N000225
82 115 of,N000225
windows 38 722,N000225
choudhury osmanabad zilla,N000225
transformer 77 891,N000225
11 781 quintal,N000225
902 and 41,N000225
driver 52 043,N000225
staging 44 938,N000225
commissioner rajeshwari choudhury,N000225
panel 11 069,N000225
01660 237667 electronic,N000225
and 82 115,N000225
52 08 951,N000233
05128 406631 electronic,N000233
76 52 08,N000233
hardoi city rura,N000233
gopalakrishnan hardoi rural,N000233
hardoi telephone 05128,N000233
2024 93058 name,N000233
08 951 experience,N000233
87 00 811,N000233
rs 52 65,N000233
mail gopalakrishnan hardoi,N000233
406631 electronic mail,N000233
telephone 05128 406631,N000233
93058 name of,N000233
rs 76 52,N000233
rura 2024 93058,N000233
52 65 00,N000233
00 811 bid,N000233
584 and 55,N000233
chainage 26 584,N000233
65 953 rmt,N000233
chainage 33 510,N000233
317 and 63,N000233
27 317 and,N000233
73 468 quintal,N000233
35 87 00,N000233
chainage 11 209,N000233
23 869 sqm,N000233
and 85 974,N000233
510 and 85,N000233
finisher 73 468,N000233
2024 93058 procuring,N000233
11 209 and,N000233
21 650 mt,N000233
signs 42 035,N000233
class 65 953,N000233
rs 35 87,N000233
mm 60 838,N000233
60 838 sqm,N000233
beads 21 650,N000233
12 820 quintal,N000233
foundation 52 740,N000233
material 12 820,N000233
93058 procuring entity,N000233
42 035 quintal,N000233
and 55 307,N000233
85 974 of,N000233
windows 23 869,N000233
26 584 and,N000233
33 510 and,N000233
chainage 27 317,N000233
55 307 of,N000233
director bhavani gopalakrishnan,N000233
209 and 88,N000233
and 63 256,N000233
63 256 of,N000233
bhavani gopalakrishnan rural,N000233
and 88 414,N000233
88 414 of,N000233
52 740 quintal,N000233
1 05 30,N000233
city rura 2024,N000233
hardoi city tender,N000233
hardoi city including,N000233
2025 26 044131,N000241
044131 procuring entity,N000241
26 044131 procuring,N000241
668 cr earnest,N000241
publicatio entry truncated,N000241
inr 0 667,N000241
dates publicatio entry,N000241
inr 0 668,N000241
key dates publicatio,N000241
0 668 cr,N000241
0 667 cr,N000241
208 cr bid,N000241
inr 0 208,N000241
0 208 cr,N000241
chainage 30 521,N000241
168 and 83,N000241
30 521 and,N000241
foundation 48 513,N000241
chainage 0 168,N000241
transformer 81 250,N000241
pit 52 542,N000241
40 644 of,N000241
0 168 and,N000241
48 513 sqm,N000241
7 743 litre,N000241
52 542 sqm,N000241
8 502 and,N000241
81 250 rmt,N000241
667 cr experience,N000241
521 and 40,N000241
driver 7 743,N000241
and 40 644,N000241
502 and 41,N000241
chainage 8 502,N000241
spoil 11 491,N000241
chainage 18 156,N000241
156 and 44,N000241
18 156 and,N000241
and 73 931,N000241
11 491 litre,N000241
73 931 of,N000241
44 383 of,N000241
and 44 383,N000241
41 203 of,N000241
27 046 and,N000241
046 and 73,N000241
and 41 203,N000241
chainage 27 046,N000241
at nanded state,N000241
number muni 89716,N000249
89716 25 procuring,N000249
muni 89716 25,N000249
3169 79 lakh,N000249
1241 01 lakh,N000249
rs 3169 79,N000249
years rs 3169,N000249
than rs 1241,N000249
rs 1241 01,N000249
rs 2475 00,N000249
49 50 lakh,N000249
2475 00 lakh,N000249
tender rs 2475,N000249
54 826 mt,N000249
29 051 and,N000249
thick 6 179,N000249
3 933 quintal,N000249
82 388 of,N000249
96 811 sqm,N000249
45 860 of,N000249
89 557 cum,N000249
and 59 726,N000249
section 96 811,N000249
staging 30 646,N000249
82 300 mt,N000249
8 612 cum,N000249
and 45 860,N000249
89 462 of,N000249
1786 809 mt,N000249
6 057 mt,N000249
chainage 18 250,N000249
18 250 and,N000249
is 1786 809,N000249
mm 67 560,N000249
075 and 45,N000249
59 726 of,N000249
67 560 each,N000249
051 and 52,N000249
978 and 59,N000249
and 42 464,N000249
and 89 462,N000249
6 179 litre,N000249
chainage 25 014,N000249
signs 54 826,N000249
59 046 of,N000249
panel 82 300,N000249
65 659 quintal,N000249
30 646 mt,N000249
finisher 65 659,N000249
795 and 42,N000249
42 464 of,N000249
and 82 388,N000249
